permutation_type,permutations,seed,RMSE,Rsquared,MAE,Resample
none,6,48,3.357263315785819,0.8141374139825359,2.862166260123388,Bootstrap07
none,6,48,3.6643308460662123,0.8926467536381331,2.804036760430321,Bootstrap08
none,6,48,3.476850598593399,0.7722602282442778,2.549662265228132,Bootstrap09
none,6,48,2.07707939005332,0.9109690146297957,1.6507603133726723,Bootstrap10
none,7,49,2.936609603708473,0.9716236912822042,2.1391241071578935,Bootstrap01
none,7,49,2.0752032305231585,0.9257406161563185,1.6832640498359355,Bootstrap02
none,7,49,2.715911545935514,0.9021400654932278,2.065573523730246,Bootstrap03
none,7,49,3.0209090495460167,0.9173797434377431,2.4261468645409554,Bootstrap04
none,7,49,3.1232212658508565,0.9305196659331086,2.6596306821922835,Bootstrap05
none,7,49,1.2033061945412011,0.9725106446532548,1.1293937231086721,Bootstrap06
none,7,49,3.871063824833258,0.9017419836114255,2.863883241784275,Bootstrap07
none,7,49,4.079683745931436,0.7181557632172665,3.021361894856666,Bootstrap08
none,7,49,2.4110553095658407,0.840419798077096,1.821924576927068,Bootstrap09
none,7,49,2.334070480991272,0.9067424186019001,1.7496892912567803,Bootstrap10
none,8,50,3.3409549823437663,0.8621599581624445,2.2973565469500747,Bootstrap01
none,8,50,3.355261067959233,0.7650561463085431,3.0226875533981947,Bootstrap02
none,8,50,3.383353693460556,0.7281344646539029,2.409341370165638,Bootstrap03
none,8,50,3.1772291171345333,0.8123486279266873,2.665564489878972,Bootstrap04
none,8,50,2.918704540186386,0.7542501572433253,2.1658741774668058,Bootstrap05
none,8,50,2.6407489913699753,0.9595681419327464,2.2464746548463275,Bootstrap06
none,8,50,1.2813517108006867,0.9794956758731238,1.030268029377337,Bootstrap07
none,8,50,2.632836579144367,0.9316036627988603,1.9517471205561063,Bootstrap08
none,8,50,1.9603566376778043,0.9698452382244528,1.6993841478488068,Bootstrap09
none,8,50,2.5993090491576667,0.9138586002069838,2.1857661156458916,Bootstrap10
none,9,51,2.7704456781114857,0.7807069079348424,2.5650820398295937,Bootstrap01
none,9,51,3.6992343487192514,0.7575732500722391,2.94851171540959,Bootstrap02
none,9,51,1.8425037806621942,0.8881114352508735,1.5842475507331037,Bootstrap03
none,9,51,2.345015633614101,0.8826309051921493,1.5384641688949516,Bootstrap04
none,9,51,3.85870586283415,0.8544010121086915,2.9552927566456417,Bootstrap05
none,9,51,3.998425379196256,0.9370391769066473,3.1697476606559474,Bootstrap06
none,9,51,3.3108966060407967,0.817917013985922,2.677845965141312,Bootstrap07
none,9,51,3.6751313183833054,0.7689124513090813,3.0998474097749544,Bootstrap08
none,9,51,3.029511933136392,0.796398848315743,2.37239653956535,Bootstrap09
none,9,51,2.54078390182635,0.8401742792437608,1.9121234411077657,Bootstrap10
none,10,52,1.5583380988731963,0.8708921470774461,1.4006542871815277,Bootstrap01
none,10,52,2.4973275876188836,0.8915786931970123,2.1203110155143596,Bootstrap02
none,10,52,2.1204286049318326,0.7855186599045023,1.7134400155358438,Bootstrap03
none,10,52,3.313633806835337,0.8510210222372783,2.3168166855678134,Bootstrap04
none,10,52,3.459488240290942,0.9276456876055745,2.6968390042239276,Bootstrap05
none,10,52,2.3087412348612304,0.8970371865511753,1.8472615286925644,Bootstrap06
none,10,52,1.289035407649961,0.9559153642415795,1.0537393065405745,Bootstrap07
none,10,52,2.834151317667882,0.8970031848176379,2.053706581636108,Bootstrap08
none,10,52,2.4475765777841505,0.9615189881013453,1.9066950539935288,Bootstrap09
none,10,52,3.355992995603037,0.8633187741341003,2.951827522100425,Bootstrap10
none,11,53,0.8425897229718515,0.9498405237759976,0.7572448371363965,Bootstrap01
none,11,53,3.3056236333748084,0.8952794654558821,2.840985107847212,Bootstrap02
none,11,53,1.5021960116530144,0.9070338128809239,1.042680925034087,Bootstrap03
none,11,53,1.346638732152563,0.9161079475284293,1.2193454066662148,Bootstrap04
none,11,53,3.7422016054354246,0.8579686712981314,2.6374990846951776,Bootstrap05
none,11,53,2.314857736104919,0.9482090078861508,1.7010887617291879,Bootstrap06
none,11,53,3.8718378475771082,0.9287841489120457,3.27202225277826,Bootstrap07
none,11,53,2.8757288559624996,0.91369817244439,2.247726959902452,Bootstrap08
none,11,53,3.3572155958658603,0.7867192496112523,2.185969798200826,Bootstrap09
none,11,53,4.346428793781908,0.8793015830990643,3.7056149545704407,Bootstrap10
none,12,54,3.0360611961573127,0.8654110286645683,2.275103769584071,Bootstrap01
none,12,54,4.442214111298245,0.9407071669071866,3.4632557062430562,Bootstrap02
none,12,54,2.2223573633560534,0.8433830745394294,1.9139360892245483,Bootstrap03
none,12,54,2.6964894735544536,0.9708522768353463,2.147019787499523,Bootstrap04
none,12,54,2.0479777670835686,0.9665571583732586,1.706674222668263,Bootstrap05
none,12,54,1.6585797535827944,0.8847637820640599,1.4016506491287464,Bootstrap06
none,12,54,3.245216522680934,0.7730539320232553,2.4054923078029744,Bootstrap07
none,12,54,3.657771188102432,0.7032857199217667,2.543109569368002,Bootstrap08
none,12,54,2.946556205152972,0.6790846662771736,2.0715842534860154,Bootstrap09
none,12,54,2.511991751939555,0.9425673824134694,2.0560395830099987,Bootstrap10
none,13,55,2.7011876680241182,0.9645258957869997,2.197575192959881,Bootstrap01
none,13,55,1.8588337359335776,0.9589940503792241,1.6009969557764996,Bootstrap02
none,13,55,3.3009325972864865,0.7013852242191695,2.7467287938190377,Bootstrap03
none,13,55,1.7351528315692695,0.9116914822191988,1.5657608346904597,Bootstrap04
none,13,55,1.992779146717853,0.7842349518000199,1.7540311887326694,Bootstrap05
none,13,55,2.668927941566883,0.8450690857745415,2.055488874600736,Bootstrap06
none,13,55,3.7564305662471713,0.9133569824122415,3.276949128658061,Bootstrap07
none,13,55,1.2771513506202956,0.9462625277847745,1.136141919575753,Bootstrap08
none,13,55,2.0264998864115826,0.9195726591025554,1.5028885726031853,Bootstrap09
none,13,55,2.4613631723570264,0.8803780354550279,2.149962916108321,Bootstrap10
none,14,56,2.9330309536311376,0.8901409527187519,1.9115816388040459,Bootstrap01
none,14,56,3.522135270509039,0.8271814024324434,2.8267091466280094,Bootstrap02
none,14,56,2.252314297764542,0.9239499088364208,1.682915969822791,Bootstrap03
none,14,56,2.1188349865691594,0.9408991835650646,1.6977601492796626,Bootstrap04
none,14,56,2.287731241755706,0.9612185233305078,1.7890383508827505,Bootstrap05
none,14,56,2.97266843400868,0.889924934068006,2.388408171631092,Bootstrap06
none,14,56,2.0961791239027585,0.8682165219669687,1.7373930537505078,Bootstrap07
none,14,56,2.190075635395558,0.7671885616373372,1.753443642725514,Bootstrap08
none,14,56,3.20943704876393,0.9462313743614225,2.4572020882675436,Bootstrap09
none,14,56,4.3234820302007835,0.8966955328414578,3.191601000829904,Bootstrap10
none,15,57,3.11410403203644,0.8704438871421833,2.0699462364924477,Bootstrap01
none,15,57,2.5058856695687903,0.8798929814364244,2.003015030593888,Bootstrap02
none,15,57,2.3808155631169887,0.8684850934368259,2.010934886177741,Bootstrap03
none,15,57,3.578481841188316,0.7756912766914222,2.5213970594292303,Bootstrap04
none,15,57,3.0275999857315545,0.8160374648502973,2.4720002390197826,Bootstrap05
none,15,57,3.9856827528214027,0.7969114827814697,3.2039771722185098,Bootstrap06
none,15,57,3.814211446965535,0.8394964442946764,2.807303020695965,Bootstrap07
none,15,57,3.430429996002437,0.8314242656259444,2.6661657445106743,Bootstrap08
none,15,57,3.5705829497095345,0.9431406477634954,2.904112958783336,Bootstrap09
none,15,57,2.822353680964826,0.9486160575219447,2.1826944162333137,Bootstrap10
none,16,58,2.39673251618765,0.9109836769257715,2.026824610743725,Bootstrap01
none,16,58,3.875079420695701,0.760653468550633,3.076975066637405,Bootstrap02
none,16,58,3.500521322721898,0.9480594556732341,3.2125737750190155,Bootstrap03
none,16,58,2.756704548861078,0.7346177333645248,2.080503633077218,Bootstrap04
none,16,58,4.619026665264634,0.9724839903360397,3.561605884570195,Bootstrap05
none,16,58,4.125531406663443,0.855429112522322,3.0513345324345584,Bootstrap06
none,16,58,4.556038424045089,0.8315360319136236,3.7738694491885036,Bootstrap07
none,16,58,1.88878780021252,0.9357747137945484,1.3770739016447429,Bootstrap08
none,16,58,2.6699453241125273,0.9105480221512304,1.8891848644480351,Bootstrap09
none,16,58,2.992570966496824,0.9641777326724261,2.2300460365305446,Bootstrap10
none,17,59,2.0225573708723434,0.9048785315052771,1.8552678875014539,Bootstrap01
none,17,59,2.878889900517029,0.8788830761285273,1.8445782805604976,Bootstrap02
none,17,59,4.970141739563844,0.9839167017358894,4.217248408938428,Bootstrap03
none,17,59,2.927397128349941,0.796393700368222,2.4070272810419473,Bootstrap04
none,17,59,2.5066683754073256,0.8526296811305497,2.111440543335993,Bootstrap05
none,17,59,1.9819076419231327,0.9032327563295258,1.7051149149588634,Bootstrap06
none,17,59,2.020384907042849,0.8537980514900907,1.8437017911482922,Bootstrap07
none,17,59,1.9722746201092622,0.9597357397310163,1.4939315390203873,Bootstrap08
none,17,59,2.2600654670515192,0.9335653614986267,1.8848805948798313,Bootstrap09
none,17,59,2.9976308247044265,0.8745952001051674,2.2592915702498217,Bootstrap10
none,18,60,2.52232736597909,0.832539066441934,2.1758737100169365,Bootstrap01
none,18,60,2.9492799599419963,0.8417990285833479,2.2137137499284596,Bootstrap02
none,18,60,2.810414113917265,0.7922243250417912,1.9513655754030423,Bootstrap03
none,18,60,2.68675880511263,0.7707281526284209,2.4629875976455065,Bootstrap04
none,18,60,3.249974614159994,0.8179487206063739,2.682404997062889,Bootstrap05
none,18,60,4.407623553716598,0.9217666659634878,3.5790348339176017,Bootstrap06
none,18,60,2.082993027181036,0.8847873755393901,1.8483920006981729,Bootstrap07
none,18,60,2.167263177795564,0.7252376809694846,1.8379814879696295,Bootstrap08
none,18,60,1.1541085146718957,0.9197507987666727,0.9454601119180319,Bootstrap09
none,18,60,2.260184351662944,0.8960779932022468,1.7807371275862403,Bootstrap10
none,19,61,1.974385658674894,0.9342160883794832,1.35444772673738,Bootstrap01
none,19,61,3.2615718701772645,0.8824566604647675,2.046036873020852,Bootstrap02
none,19,61,2.4128274163231684,0.890120956152602,1.6379005091107133,Bootstrap03
none,19,61,2.598203102770812,0.9210164638085918,1.903075532304321,Bootstrap04
none,19,61,2.819250191006287,0.8536319079607733,2.0837456988596714,Bootstrap05
none,19,61,1.998934518800277,0.9578636865813511,1.6652849565924133,Bootstrap06
none,19,61,3.4476849163549854,0.905289458476783,2.846908279877546,Bootstrap07
none,19,61,2.026534973808159,0.9139985280013139,1.6863248168557887,Bootstrap08
none,19,61,2.625296351888076,0.8543091987288493,1.7778075469180186,Bootstrap09
none,19,61,3.8501488775847355,0.8694389566979417,2.9577973441386427,Bootstrap10
none,20,62,2.192253012906968,0.8680571374398343,1.629529941019834,Bootstrap01
none,20,62,3.569233038932273,0.8919675641849355,2.7506979244893035,Bootstrap02
none,20,62,2.938985519225652,0.8375777146473152,2.3499947606945137,Bootstrap03
none,20,62,2.1699893234546903,0.7965320803188074,1.5915830525737782,Bootstrap04
none,20,62,3.7179262185889472,0.6599731312648603,3.470920999438317,Bootstrap05
none,20,62,3.8614469001027754,0.8798951051270031,3.377081032477647,Bootstrap06
none,20,62,3.9769569792530888,0.8937353070540415,3.369468584867738,Bootstrap07
none,20,62,2.957321683657272,0.8899591825982135,2.6227314128936863,Bootstrap08
none,20,62,2.3736594128280037,0.9211141195739817,1.940685780464449,Bootstrap09
none,20,62,2.1687700681634623,0.9007674958442458,1.8136114052081638,Bootstrap10
none,21,63,2.1487391468895924,0.9233270699222785,1.7255371564116877,Bootstrap01
none,21,63,2.246090560778847,0.9199966799355874,1.8939902693909965,Bootstrap02
none,21,63,3.7782196087121895,0.8706635138837455,2.853811403796123,Bootstrap03
none,21,63,3.0701527393108377,0.5010775064935811,2.903042141960146,Bootstrap04
none,21,63,3.67599212528749,0.7489508306577441,2.533095979191898,Bootstrap05
none,21,63,2.8735437532741646,0.9434636316388914,2.7725299400824746,Bootstrap06
none,21,63,2.0814170377407297,0.9327119230343275,1.5563521286265547,Bootstrap07
none,21,63,2.1117677526903202,0.9165082141082057,1.7483264728182375,Bootstrap08
none,21,63,3.5219754602128828,0.9040127518846881,2.888493270918972,Bootstrap09
none,21,63,2.796440242292055,0.8934135299293887,2.185893825468209,Bootstrap10
none,22,64,3.778079006954344,0.8423422913324273,2.7206266066721927,Bootstrap01
none,22,64,2.6613915023650416,0.805128930424565,2.3151716525790533,Bootstrap02
none,22,64,3.5294880354723017,0.8286782005897871,2.825218859130933,Bootstrap03
none,22,64,1.1451267099233862,0.9191857686069919,1.0517982488305517,Bootstrap04
none,22,64,1.5562085771315879,0.923087233812249,1.436327942104019,Bootstrap05
none,22,64,2.9976117139653784,0.8928313429530234,2.3276235642704886,Bootstrap06
none,22,64,3.6941707659634964,0.8451927282068034,2.9454273506243527,Bootstrap07
none,22,64,2.9883074918886496,0.8733690537915357,2.521505300990881,Bootstrap08
none,22,64,2.47664909657546,0.8817231539370239,2.196576520396259,Bootstrap09
none,22,64,3.1086518492216584,0.922816501114788,2.3150099892545053,Bootstrap10
none,23,65,2.125710747489403,0.9151283673092756,1.809501745095197,Bootstrap01
none,23,65,2.5300086046217998,0.9213097182105873,1.9922433303688296,Bootstrap02
none,23,65,1.5731197917568374,0.8319451840233314,1.3089362613366535,Bootstrap03
none,23,65,2.018327679233216,0.8977024114989988,1.6114581249820268,Bootstrap04
none,23,65,2.6895975423732943,0.8584269389558123,1.590001928358836,Bootstrap05
none,23,65,4.670563693342786,0.7714718721306179,3.935604007434079,Bootstrap06
none,23,65,3.668910193778628,0.9745258976656579,2.695381313185055,Bootstrap07
none,23,65,5.665083651606895,0.8288157889041378,4.8980426698472606,Bootstrap08
none,23,65,2.33396986722363,0.8774159459258134,2.0334559827521708,Bootstrap09
none,23,65,2.7119488630703446,0.7553810184123547,1.9060089934231843,Bootstrap10
none,24,66,2.837784603962114,0.8482030274888286,1.9632508790491814,Bootstrap01
none,24,66,2.141085557454711,0.8540460789896492,1.591406272156645,Bootstrap02
none,24,66,3.6651769777358822,0.7035034161125417,2.750939250309996,Bootstrap03
none,24,66,3.408047996440202,0.803810645290741,2.5270016133762843,Bootstrap04
none,24,66,3.8987429723076406,0.9115566480747826,2.9348052078495686,Bootstrap05
none,24,66,2.7617333265928456,0.8471613913137819,2.1361629130517317,Bootstrap06
none,24,66,2.140768215051656,0.8971379197655645,1.7543070851140643,Bootstrap07
none,24,66,2.2799152259833853,0.9290589138019449,1.886636343718233,Bootstrap08
none,24,66,2.817378475323718,0.9090226598670271,2.2621479837340783,Bootstrap09
none,24,66,3.1019012452234516,0.8459434694251964,2.571976966670304,Bootstrap10
none,25,67,2.8560590030059285,0.7657298163531908,2.4324895651530163,Bootstrap01
none,25,67,2.8281001539354014,0.9537331359540709,2.2279909023602755,Bootstrap02
none,25,67,2.786504106287065,0.8757729915109306,2.4341395307888787,Bootstrap03
none,25,67,2.439035445589783,0.7513442316447468,2.2073725144592102,Bootstrap04
none,25,67,3.0570540929252568,0.8397306181590319,2.738091462747344,Bootstrap05
none,25,67,2.380424364722909,0.9271634300694241,1.8483332446716199,Bootstrap06
none,25,67,3.219833884983596,0.7373151887968203,2.6147106717072472,Bootstrap07
none,25,67,3.1811151786800584,0.7906985569956176,2.354669820812319,Bootstrap08
none,25,67,2.956758125695019,0.907476610926125,1.9871969683150412,Bootstrap09
none,25,67,2.8078949126900046,0.8258303172529874,2.3395735890329314,Bootstrap10
none,26,68,2.7651748244598484,0.8848500719856661,2.2182081985340627,Bootstrap01
none,26,68,2.6539276193693038,0.8230264451816454,2.048547236624444,Bootstrap02
none,26,68,1.725458653993328,0.9459635886227186,1.631640754786618,Bootstrap03
none,26,68,2.5988180829416887,0.864748959769557,2.2927263848039043,Bootstrap04
none,26,68,3.051169874738635,0.8569269486411956,2.7712803801046912,Bootstrap05
none,26,68,3.9711242047204944,0.5931781065882079,3.395087436135106,Bootstrap06
none,26,68,2.0852607479966445,0.9973112513110867,1.4971385650349884,Bootstrap07
none,26,68,2.89516910448699,0.9460598526026828,2.1439225726305184,Bootstrap08
none,26,68,4.845197587110176,0.861146945879193,3.8821646042989246,Bootstrap09
none,26,68,2.7804289244991276,0.870777666779732,2.0167795737671788,Bootstrap10
none,27,69,2.594379077130917,0.8509283980320737,1.946989174909868,Bootstrap01
none,27,69,3.072046262700837,0.7808481787330016,2.387150105434757,Bootstrap02
none,27,69,3.0230309780305484,0.8109033948146701,2.421552200072153,Bootstrap03
none,27,69,2.8103713594365454,0.7205316531275547,2.0287965608193304,Bootstrap04
none,27,69,1.7280060094951388,0.860922452369339,1.3680992262202398,Bootstrap05
none,27,69,1.460937391591783,0.8395548080557734,1.2738362919249926,Bootstrap06
none,27,69,2.0160533744085836,0.8531592366857101,1.6676088643709095,Bootstrap07
none,27,69,3.0365674883387928,0.8557398366145395,2.4191484903256195,Bootstrap08
none,27,69,2.4140392380445483,0.845529385017082,1.8571164317367697,Bootstrap09
none,27,69,3.9990697211142225,0.8322828437394271,2.9954904542323786,Bootstrap10
none,28,70,2.5383114340612942,0.9964733252627836,2.0293646243177195,Bootstrap01
none,28,70,2.2583270638029007,0.8695738170020162,1.9235529971058014,Bootstrap02
none,28,70,2.2897462403238413,0.9272548508082469,1.8718665079473842,Bootstrap03
none,28,70,2.740648091132314,0.7619281214415489,2.4190235810999283,Bootstrap04
none,28,70,4.842802787715227,0.8376011960466713,4.217877833132642,Bootstrap05
none,28,70,2.5108584113047,0.8359484056557616,2.0534813064758306,Bootstrap06
none,28,70,1.9656101317325014,0.9642606423640563,1.4234658327127465,Bootstrap07
none,28,70,2.195264449171162,0.9400813112104187,1.8583788854496925,Bootstrap08
none,28,70,3.613313134123121,0.7876786106757994,2.7166254692075564,Bootstrap09
none,28,70,3.3318638995574346,0.7431584568605354,2.5703837270418837,Bootstrap10
none,29,71,1.3569852643627518,0.9418847417409837,1.1079757668568357,Bootstrap01
none,29,71,4.691033416586753,0.930865796379191,3.8045079067041048,Bootstrap02
none,29,71,1.804477745223188,0.9351372939274581,1.5525992094015442,Bootstrap03
none,29,71,3.544859026278451,0.9423491364343366,3.2253313093863274,Bootstrap04
none,29,71,3.2321020449130153,0.43405498213252985,2.337860790384338,Bootstrap05
none,29,71,2.3733829783535896,0.8919023439623682,1.969825138049564,Bootstrap06
none,29,71,2.097163742282533,0.9049194240378862,1.6814253241101578,Bootstrap07
none,29,71,3.2190011794815976,0.8913209721095444,2.6750292586486606,Bootstrap08
none,29,71,2.1185435409294637,0.9003427650931247,1.8482601217676344,Bootstrap09
none,29,71,2.9144621185161093,0.7441660314511581,1.8380116914959292,Bootstrap10
none,30,72,1.358350097335706,0.962587725665436,1.0823369363543733,Bootstrap01
none,30,72,3.50426400338995,0.7566690500005049,3.033894594845196,Bootstrap02
none,30,72,1.9537835118016147,0.9253006305962055,1.6174595152265057,Bootstrap03
none,30,72,2.300530831251039,0.8201072022825975,2.005847799549425,Bootstrap04
none,30,72,3.0041796387162587,0.9639606855972527,1.957985275381592,Bootstrap05
none,30,72,3.061969439670353,0.7713615569644617,2.745702426314301,Bootstrap06
none,30,72,3.3022505379476215,0.8426022816344367,2.5043262243169773,Bootstrap07
none,30,72,3.306362112652998,0.8891326675664495,2.4683933264399034,Bootstrap08
none,30,72,3.5527065411265477,0.8479611706562762,2.9145024065403224,Bootstrap09
none,30,72,3.3765383066660313,0.771541689126973,2.3211658476299553,Bootstrap10
none,31,73,2.346852594031527,0.9698014137711843,2.0204790330591753,Bootstrap01
none,31,73,2.9073259867465855,0.8685895843706608,2.4086997623152193,Bootstrap02
none,31,73,4.209532613960099,0.8737123403793993,3.47652523247503,Bootstrap03
none,31,73,3.101489889801702,0.7578828708231129,2.1890750369688488,Bootstrap04
none,31,73,2.706200808671917,0.9933800307211819,2.2646726788306006,Bootstrap05
none,31,73,4.0799998349809306,0.7597979940990099,2.8396552177396437,Bootstrap06
none,31,73,2.288397465080999,0.8899360251440925,1.8409063041892635,Bootstrap07
none,31,73,2.3406996946196705,0.9479128076269548,1.8230844732500986,Bootstrap08
none,31,73,3.0395807646711295,0.9243374049638109,2.670280877165031,Bootstrap09
none,31,73,1.9213457465280872,0.8985077514666349,1.3783564850103724,Bootstrap10
none,32,74,2.332823366030289,0.8571735691327413,1.597125357534674,Bootstrap01
none,32,74,1.9135218462149381,0.800491475859663,1.5483109395240129,Bootstrap02
none,32,74,3.7445507818386536,0.7171050135250313,2.8762023268106325,Bootstrap03
none,32,74,2.2500316728297114,0.8646829927568274,1.9255710017250995,Bootstrap04
none,32,74,2.4818012101132143,0.8868515918486696,1.8254584557744233,Bootstrap05
none,32,74,2.3668421959062402,0.9125325385565471,1.9726606500209116,Bootstrap06
none,32,74,3.5452743591329274,0.8427543343201,2.4802666529868103,Bootstrap07
none,32,74,2.230414787193739,0.9129074791073573,1.4241408615423095,Bootstrap08
none,32,74,3.7963932197619368,0.7097359021167705,3.0100832941276314,Bootstrap09
none,32,74,3.3197946217005647,0.7888405993089755,2.830660790430833,Bootstrap10
none,33,75,2.4013279431371135,0.9004227026271384,1.6497242188826522,Bootstrap01
none,33,75,2.493096010543263,0.7403261071320343,2.1627651230682843,Bootstrap02
none,33,75,2.5345586686106065,0.8434280440316214,1.9427857866292615,Bootstrap03
none,33,75,2.264368989390659,0.8782367376292977,1.659819152285832,Bootstrap04
none,33,75,1.4151207603341114,0.9642739571048169,1.3640706674883063,Bootstrap05
none,33,75,4.5969245335044375,0.8853284516659077,4.125472782905615,Bootstrap06
none,33,75,4.857879461206436,0.7219880779394828,3.948445611808651,Bootstrap07
none,33,75,2.912683777656051,0.8709645113929404,2.340157053618526,Bootstrap08
none,33,75,2.5560978913599004,0.8079990249116338,2.034428241566092,Bootstrap09
none,33,75,2.4671828440388777,0.832221759487189,1.5956447170409216,Bootstrap10
none,34,76,3.1091164113104033,0.8237476006946756,2.4128953373194126,Bootstrap01
none,34,76,4.095192772411684,0.8154622809952242,3.1649227546824292,Bootstrap02
none,34,76,2.914049431134783,0.7826447241344217,2.238871169850495,Bootstrap03
none,34,76,1.5447443708496758,0.9664367060948863,1.1799859424853298,Bootstrap04
none,34,76,2.8807064551777835,0.8614477001396583,2.39295460063036,Bootstrap05
none,34,76,2.1827688387229904,0.7693958770531675,1.8418035223649578,Bootstrap06
none,34,76,4.3821356033799495,0.6980156288852373,3.5765060784508598,Bootstrap07
none,34,76,2.5707865310569895,0.9056768331701224,2.119114816156898,Bootstrap08
none,34,76,4.184371853588237,0.6738955182662479,3.468573786470586,Bootstrap09
none,34,76,3.9641262134507023,0.8119185899246918,2.8977202860828015,Bootstrap10
none,35,77,1.2234899115031386,0.9157589462628337,1.0655453149933114,Bootstrap01
none,35,77,1.7060412048503273,0.8421124741138927,1.3668333322096557,Bootstrap02
none,35,77,2.0733360034058945,0.8821527806494722,1.5391501204711313,Bootstrap03
none,35,77,2.592746884696457,0.7189710953765228,2.0790831636112737,Bootstrap04
none,35,77,3.786308514671502,0.8891260928341076,2.971279906044676,Bootstrap05
none,35,77,2.411475144895136,0.7357470498804466,2.025189340883887,Bootstrap06
